Date,Channel,Author,Message,Message ID,Was Edited,Referenced Message ID,Referenced Message Author,Referenced Message Text
2025-02-03 21:47:55,support,43de7ff4ba67de90656f36c4c8e826c8cbda7575,"there is no proper feedback system for bisq easy, you can write in general chat your feedback if you want",68544ca3-b42c-4cc3-81f8-bd5877d999b1,False,45d7cd90edcad64392b73da5bbc91b4a5b17631a,45d7cd90edcad64392b73da5bbc91b4a5b17631a,question - can I leave feedback for someone I've completed a trade with?
2025-02-03 21:48:39,support,43de7ff4ba67de90656f36c4c8e826c8cbda7575,"user profiles on bisq easy are fleeting, so feedbacks of any kins have negligible weight, since they could be left by that same user under a different profile",52392a05-c98d-4974-8afa-de2a09d8d079,False,,,
2025-02-03 21:51:15,support,108e545dad64bfc4996cdb00e6f5cc28eb4b44a8,"my account can't write here, someone can help?",0be35b1b-5161-4b3a-bf73-541b03bb2436,False,,,
2025-02-03 21:53:26,support,dfa27ea8a6275b5b42f5c0a8694aeebda0de72ea,Hello Mr. HexaDrift. You can use Chat in left side or for example USD (the market you bought) chat,c91cd1ea-e13b-4533-bdb0-ef9516c9a4a3,True,45d7cd90edcad64392b73da5bbc91b4a5b17631a,45d7cd90edcad64392b73da5bbc91b4a5b17631a,question - can I leave feedback for someone I've completed a trade with?
2025-02-03 22:07:01,support,43de7ff4ba67de90656f36c4c8e826c8cbda7575,"you just wrote here, what do you mean?",a0e742c3-266b-41d3-a3fe-1f9fdd8cd53d,False,108e545dad64bfc4996cdb00e6f5cc28eb4b44a8,108e545dad64bfc4996cdb00e6f5cc28eb4b44a8,"my account can't write here, someone can help?"
2025-02-03 23:26:01,support,108e545dad64bfc4996cdb00e6f5cc28eb4b44a8,i just started another Bisq2 app instance to ask for help,54fdcede-23f0-49db-b8bc-bea6ab66e39e,False,43de7ff4ba67de90656f36c4c8e826c8cbda7575,43de7ff4ba67de90656f36c4c8e826c8cbda7575,"you just wrote here, what do you mean?"
2025-02-03 23:27:07,support,108e545dad64bfc4996cdb00e6f5cc28eb4b44a8,i have an open trade where seller dont't transfer the satoshis after my fiat transfer,360b5250-6516-4a5f-8f16-b0b4b1d63d1f,False,,,
2025-02-03 23:27:18,support,43de7ff4ba67de90656f36c4c8e826c8cbda7575,"going to log off momentarily, but if you don't have reputation or open trades on your profile you can just ditch the old profile and make a new one",660e6a01-53c5-4ea9-8be1-eb3c0d3a4a58,False,108e545dad64bfc4996cdb00e6f5cc28eb4b44a8,108e545dad64bfc4996cdb00e6f5cc28eb4b44a8,i just started another Bisq2 app instance to ask for help
2025-02-03 23:27:40,support,43de7ff4ba67de90656f36c4c8e826c8cbda7575,"ah okay, was it with a reputable seller?",f0e07ca1-07cf-42f3-9a17-014bfc6c2ad3,False,108e545dad64bfc4996cdb00e6f5cc28eb4b44a8,108e545dad64bfc4996cdb00e6f5cc28eb4b44a8,i have an open trade where seller dont't transfer the satoshis after my fiat transfer
2025-02-03 23:29:25,support,108e545dad64bfc4996cdb00e6f5cc28eb4b44a8,"no, i've started a mediation request but can't send messages there",a3167bff-7826-4192-b6d2-69c2c237c899,False,43de7ff4ba67de90656f36c4c8e826c8cbda7575,43de7ff4ba67de90656f36c4c8e826c8cbda7575,"ah okay, was it with a reputable seller?"
2025-02-03 23:30:13,support,108e545dad64bfc4996cdb00e6f5cc28eb4b44a8,"yeah, but has i take an offer and already sent fiat payment, nees solve the case before meke a new profile",1ace98a0-f021-4f74-8d06-e60c7233d1e1,False,43de7ff4ba67de90656f36c4c8e826c8cbda7575,43de7ff4ba67de90656f36c4c8e826c8cbda7575,"going to log off momentarily, but if you don't have reputation or open trades on your profile you can just ditch the old profile and make a new one"
2025-02-03 23:30:36,support,43de7ff4ba67de90656f36c4c8e826c8cbda7575,"you can contact your mediator on bisq.chat as well, in Support channel, ask for bisq2 mediators, they are luis and solomon. If the seller had no reputation though, I would expect you lost the money anyway",acc8eef2-2f02-4c3b-9a4d-9bfbdc0f95b1,False,108e545dad64bfc4996cdb00e6f5cc28eb4b44a8,108e545dad64bfc4996cdb00e6f5cc28eb4b44a8,"no, i've started a mediation request but can't send messages there"
2025-02-03 23:30:50,support,108e545dad64bfc4996cdb00e6f5cc28eb4b44a8,"anyway, i get an answer from my mediator right now in Element chat",0b0ba2af-980c-43bc-807a-c2598e1d23d6,True,,,
2025-02-03 23:31:18,support,43de7ff4ba67de90656f36c4c8e826c8cbda7575,"great, I'm sorry you ended up with a pending trade like that",3627cba3-7952-4490-b674-cb637a51d144,False,108e545dad64bfc4996cdb00e6f5cc28eb4b44a8,108e545dad64bfc4996cdb00e6f5cc28eb4b44a8,"anywal, i culd get an answer from my mediator just now in Element chat"
2025-02-03 23:31:51,support,108e545dad64bfc4996cdb00e6f5cc28eb4b44a8,"no problem, thankyou",d7121e58-edb2-475b-a5a6-36420026a662,False,43de7ff4ba67de90656f36c4c8e826c8cbda7575,43de7ff4ba67de90656f36c4c8e826c8cbda7575,"great, I'm sorry you ended up with a pending trade like that"
2025-02-04 11:36:18,support,932fa0f14ef848d4d6b2b59f08a7e8bb23530ec2,"hi , i just sent a request for mediation but it failed to  send , can anyone help ?",1a303a98-c2b8-4b30-976c-2e9a486eeeef,True,,,
2025-02-04 12:32:34,support,43de7ff4ba67de90656f36c4c8e826c8cbda7575,see who is your mediator and find him on matrix at bisq.chat,6377bacf-427c-4dfe-93e4-556a6a1069a2,False,932fa0f14ef848d4d6b2b59f08a7e8bb23530ec2,932fa0f14ef848d4d6b2b59f08a7e8bb23530ec2,"hi , i just sent a request for mediation but it failed to  send , can anyone help ?"
2025-02-04 12:32:53,support,43de7ff4ba67de90656f36c4c8e826c8cbda7575,if it's about a scam you can communicate the scammer's banking details there,6ea7f894-81c8-426d-bdbd-8f06e30a5bd2,False,,,
2025-02-04 12:35:23,support,932fa0f14ef848d4d6b2b59f08a7e8bb23530ec2,"my mediator is solomon , and how to get on matrix in chat , you mean here on bisq2 or go to bisq1?   i got it am on that chat looking for him , thankx .",383a54be-a6ba-47fc-8bf5-7287fa696391,True,43de7ff4ba67de90656f36c4c8e826c8cbda7575,43de7ff4ba67de90656f36c4c8e826c8cbda7575,if it's about a scam you can communicate the scammer's banking details there
2025-02-04 14:08:06,support,8440e330be71c499968712646abd6206f32e8fce,"yes, I've taken the risk, no problem. Considering this, why button to invite mediator is available to me and why he is not asking anything? This is very confusing.",dde253ae-43cc-449a-89b3-87a27155768b,False,43de7ff4ba67de90656f36c4c8e826c8cbda7575,43de7ff4ba67de90656f36c4c8e826c8cbda7575,"still above the relaxed trade limits of 25$. You must have seen the big fat warning and clicked it away, I'm sorry you underestimated the risk"
2025-02-04 14:14:22,support,8440e330be71c499968712646abd6206f32e8fce,"so, the seller who scammed me did exactly that : he left a negative feedback on me in Offer Book when I was hesitating to pay him and while I was figuring out other issues with payment. His feedback was brutal and unfair and I, still new to bisq2, decied to ""clean my name"" and decided to proceed with trade we agreed upon. This led me into being scammed. Don't think this was social engineering, it was just a circumstances. How ironic!",0a8103b1-c990-4dd5-ab43-eda74ca3c940,False,43de7ff4ba67de90656f36c4c8e826c8cbda7575,43de7ff4ba67de90656f36c4c8e826c8cbda7575,"there is no proper feedback system for bisq easy, you can write in general chat your feedback if you want"
2025-02-04 15:18:52,support,034c5f28ff03a389f4735d1319a6a0b38dd48bee,"Hello guys!

Anyone know about a Bisq2 profile can't send messages?

I can't send messages here with my first profile created.
So i created a new profile and is working perfectly.


my first profile is @Hodl [Cheaply-Private-First-481]",f2bac7a5-7aec-4829-8831-06b70ad55a15,False,,,
2025-02-04 20:33:33,support,43de7ff4ba67de90656f36c4c8e826c8cbda7575,"it may be that he is yet to log in, or that your messages for some reason are not being delivered to him, you can get hold of the mediator on matrix at bisq.chat",335b9a77-1c9f-4900-90f8-30fcbe1cbbaf,False,8440e330be71c499968712646abd6206f32e8fce,8440e330be71c499968712646abd6206f32e8fce,"yes, I've taken the risk, no problem. Considering this, why button to invite mediator is available to me and why he is not asking anything? This is very confusing."
2025-02-05 18:14:40,support,0c8ce6a90a7d17e14703d10c07a0aee03fe78141,"It's kind of contradictory: either he received the payment or had the account blocked.
But anyways, open mediation if the method was instant and 24h have gone.",3a1c3e6c-bbc7-4c08-8ed8-12bfa4a4b9e2,False,b176c34ddc5da25bbdb94df3f76cf4fdbc5d559d,b176c34ddc5da25bbdb94df3f76cf4fdbc5d559d,"Hello,
I have a question: Should I open a mediation case if the seller is delaying to make the payout because his bank account is blocked, even though he has received my payment?
Thank you for your help!"
2025-02-05 18:32:03,support,a229a4b29fa290bf8f0576ff222c8a61b2782aa4,I don't use Wise personally but wouldn't they have to setup the Wise account to recieve funds prior to receiving any incoming payments? Did they pay the setup cost for a receiving account using the incomming transfer from yourself as you need to deposit funds and provide ID when doing so? I would bump it up to mediation as they should of enabled the wise account prior to accepting trades.,29580705-ee4b-44d7-8540-69a7bef7ed62,False,,,
2025-02-05 18:52:09,support,43de7ff4ba67de90656f36c4c8e826c8cbda7575,"from the response it's probably a trade with 92barklin? He has 0 reputation so the risk of taking his offer was on you, but if it's him it seems other users say they traded with him already",38beee90-ae41-452a-bbdd-59b2dfc8a807,False,b176c34ddc5da25bbdb94df3f76cf4fdbc5d559d,b176c34ddc5da25bbdb94df3f76cf4fdbc5d559d,"I'am concerned, he sent me this message about checking he received my cash transaction: Hello Mr. Greedy. When I tried to login at Wise to double check your transaction, I faced a security measure asking some docs, I submited it and it can delay up to 8th to unlock my account. I hope the process will be faster, but that's the maximum date they said to me. So, I will keep you updated and make all the process run as smoothly as possible.

Thank you for your comprehension Mr Greedy."
2025-02-05 18:53:51,support,dfa27ea8a6275b5b42f5c0a8694aeebda0de72ea,"Hello, yes it is me. It was the first issue that happened and it will be solved shortly

I can't access my Wise account (they blocked for security verification), I am dealing this situation with Wise support team. As I said to Mr. Greedy, I am following the Bisq2 guidelines for this situation, and I ask Mr. Greedy do the same. I apologize for any inconvenience, banks are a mess.

I am not here to take 100eur from anyone :p

Just following the platform guidelines and dealing the situation with the bank. As soon as I can confirm the transaction, you will receive the funds.

I have traded over 3k euros in the last month, everyday I get some reviews here, no incentive for that. Even today I have successfully traded 300 eur before your transaction. So, from now on we need to keep following the Bisq2 guidelines and wait.",e896c548-f0e7-4c3f-9a6a-2c8648185ee3,True,,,
2025-02-05 19:51:21,support,51e461d3afad4ffc70d6ac40a5bab69aca25003b,Está dando erro na importação da reputação da Bisq1,f8adc505-3587-425f-bfbb-e87e7446c1c3,False,,,
2025-02-05 19:56:01,support,dfa27ea8a6275b5b42f5c0a8694aeebda0de72ea,@Pinheiro fez pelo DAO no Bisq1?,ef044472-f1ea-4bef-918e-8122b0107e31,False,,,
2025-02-05 20:10:55,support,51e461d3afad4ffc70d6ac40a5bab69aca25003b,"sim, colei os dados json com e sem colchetes e sempre dá erro",b9b638bd-6f60-4d60-90fb-814d7cd5cde4,False,,,
2025-02-05 20:13:18,support,43de7ff4ba67de90656f36c4c8e826c8cbda7575,"please translate to english if you want to get more help, but usually if you are following the procedure explained here on bisq2 and make sure to press the buttons to copy/paste the vlues instead of doing it by hand, nothing should error out",2b2db4b3-415d-4d12-af75-2e06a2431a9a,False,51e461d3afad4ffc70d6ac40a5bab69aca25003b,51e461d3afad4ffc70d6ac40a5bab69aca25003b,"sim, colei os dados json com e sem colchetes e sempre dá erro"
2025-02-05 20:18:30,support,51e461d3afad4ffc70d6ac40a5bab69aca25003b,I did this. Should the account names be identical?,27ff0747-ada5-4d73-8194-f69dec29fdca,False,43de7ff4ba67de90656f36c4c8e826c8cbda7575,43de7ff4ba67de90656f36c4c8e826c8cbda7575,"please translate to english if you want to get more help, but usually if you are following the procedure explained here on bisq2 and make sure to press the buttons to copy/paste the vlues instead of doing it by hand, nothing should error out"
2025-02-05 20:25:46,support,c02ce2aebaccb32cb6282266c09ec11436c00d8c,What exactly happens when an order gets accepted,cef9df04-dabf-403c-9d2f-07d6022c4def,False,,,
2025-02-05 20:26:46,support,c02ce2aebaccb32cb6282266c09ec11436c00d8c,like what do u have to do,1bca51ad-24fe-4e6b-b579-6ba23f27d182,False,,,
2025-02-05 20:27:21,support,43de7ff4ba67de90656f36c4c8e826c8cbda7575,"no, the accounts names do not need to be identical. What is the error you receive?",5b2b187c-c797-4ae4-a42a-622e8195421a,False,51e461d3afad4ffc70d6ac40a5bab69aca25003b,51e461d3afad4ffc70d6ac40a5bab69aca25003b,I did this. Should the account names be identical?
2025-02-05 20:28:29,support,43de7ff4ba67de90656f36c4c8e826c8cbda7575,"both parties need to acknowledge it and then buyer sends the fiat and seller sends the btc, you can simulate the trade yourself by making an offer with a profile and taking it with another profile, now you can still do it since reputation is not enforced on all trades",2524e4d8-fca0-4ab4-8954-f0b4a9d1057d,False,c02ce2aebaccb32cb6282266c09ec11436c00d8c,c02ce2aebaccb32cb6282266c09ec11436c00d8c,What exactly happens when an order gets accepted
2025-02-05 20:29:49,support,c02ce2aebaccb32cb6282266c09ec11436c00d8c,thanks,1a423a08-cffc-499c-b822-2ef53e145943,False,43de7ff4ba67de90656f36c4c8e826c8cbda7575,43de7ff4ba67de90656f36c4c8e826c8cbda7575,"both parties need to acknowledge it and then buyer sends the fiat and seller sends the btc, you can simulate the trade yourself by making an offer with a profile and taking it with another profile, now you can still do it since reputation is not enforced on all trades"
2025-02-05 23:21:08,support,57c0045ea3f82cf449f0f30cafb1689aabd692b7,"Guys. Good afternoon everyone... I bought satoshis yesterday from a seller, I sent the fiat money, the seller confirmed receipt, but it disappeared almost 24 hours ago, I think it was a scam! Is it possible to recover the satoshis I bought somehow?",7c1b6831-f0fc-4c06-b5ce-4caeffba005d,False,,,
2025-02-05 23:51:52,support,43de7ff4ba67de90656f36c4c8e826c8cbda7575,"if the seller had 0 reputation score, you were scammed. On bisq easy it is not possible by protocol to recover btc like with the multisig in bisq1, that is why you are only safe with reputable sellers as they would never scam someone to gain a small amount, compared to all they spent to get their reputation, which they would lose if they scammed someone.",90698458-0308-41aa-aa2c-261d5feb2c76,False,57c0045ea3f82cf449f0f30cafb1689aabd692b7,57c0045ea3f82cf449f0f30cafb1689aabd692b7,"Guys. Good afternoon everyone... I bought satoshis yesterday from a seller, I sent the fiat money, the seller confirmed receipt, but it disappeared almost 24 hours ago, I think it was a scam! Is it possible to recover the satoshis I bought somehow?"
2025-02-05 23:53:06,support,43de7ff4ba67de90656f36c4c8e826c8cbda7575,"moreover, in that case you should have seen a big warning popup telling you that buying from non reputable seller is risky and you stood to lose your money. This possibility will be removed altogether from next release, nonetheless it is important to do your due diligence when dealing with money",a0b452c7-ede0-47b0-bda8-be1233344f73,False,,,
2025-02-05 23:54:03,support,43de7ff4ba67de90656f36c4c8e826c8cbda7575,you could try doing a chargeback but he probably made you wait some time now so you can't do that anymore,b89a83ef-ce8b-4397-8cb6-dd8086c4640c,False,,,
2025-02-06 03:05:18,support,57c0045ea3f82cf449f0f30cafb1689aabd692b7,I found out what happened!!,6367c745-3c45-47f4-9dd8-bbd441287b73,False,43de7ff4ba67de90656f36c4c8e826c8cbda7575,43de7ff4ba67de90656f36c4c8e826c8cbda7575,you could try doing a chargeback but he probably made you wait some time now so you can't do that anymore
2025-02-06 08:09:34,support,06a17c8d0ae6add7e95a0661be8940a3394d7a2f,"Suggestion: Don't allow zero-rep users to chat. Require a small amount of rep for posting in public trade channels. Ultimately, re-consider what the purpose and usefulness of the trade chat feature is.

Most chats I see are people trying to lure users outside of Bisq2, all of which are potential fraud attempts.
Very rarely a new potential buyer will post a question asking about the process. The vast majority of real buyers, in my experience, just take the offers and never post in the public chat.",dbc7ab98-322d-4828-93f2-b7937f7eb321,False,,,
2025-02-06 08:27:07,support,06a17c8d0ae6add7e95a0661be8940a3394d7a2f,"Unrelated issue (bug?):
The trade data csv that Bisq2 provides upon trade completion does not contain the exact BTC amount. Instead it rounds it. This is not good enough for anyone who wants to do real accounting. Idk what the rationale was for rounding the BTC amount, but I urge you to consider reporting the real amount.",e8a84699-c9e8-4320-8520-eb154f0a74ea,False,,,
2025-02-06 09:17:52,support,43de7ff4ba67de90656f36c4c8e826c8cbda7575,and?,b4dbadd1-4aaf-4c20-bbf6-19df8f892abe,False,57c0045ea3f82cf449f0f30cafb1689aabd692b7,57c0045ea3f82cf449f0f30cafb1689aabd692b7,I found out what happened!!
2025-02-06 09:18:56,support,43de7ff4ba67de90656f36c4c8e826c8cbda7575,"then I myself wouldn't be able to chat as well :-D
I don't see devs making that change, bisq easy was born as a chat application and going back on that by removing the possibility for 90%+ of users to write would disrupt that",27929019-9a6d-4e2b-8764-d8f9da42986d,False,06a17c8d0ae6add7e95a0661be8940a3394d7a2f,06a17c8d0ae6add7e95a0661be8940a3394d7a2f,"Suggestion: Don't allow zero-rep users to chat. Require a small amount of rep for posting in public trade channels. Ultimately, re-consider what the purpose and usefulness of the trade chat feature is.

Most chats I see are people trying to lure users outside of Bisq2, all of which are potential fraud attempts.
Very rarely a new potential buyer will post a question asking about the process. The vast majority of real buyers, in my experience, just take the offers and never post in the public chat."
2025-02-06 09:19:09,support,43de7ff4ba67de90656f36c4c8e826c8cbda7575,want me to open a github issue about it?,fc513489-c6ac-41f7-8069-d8afe2131d7e,False,06a17c8d0ae6add7e95a0661be8940a3394d7a2f,06a17c8d0ae6add7e95a0661be8940a3394d7a2f,"Unrelated issue (bug?):
The trade data csv that Bisq2 provides upon trade completion does not contain the exact BTC amount. Instead it rounds it. This is not good enough for anyone who wants to do real accounting. Idk what the rationale was for rounding the BTC amount, but I urge you to consider reporting the real amount."
2025-02-06 09:19:46,support,06a17c8d0ae6add7e95a0661be8940a3394d7a2f,I'd appreciate it and please excuse my laziness. I haven't yet set up a GH account under this identity.,1e682d28-2ccf-4d06-9058-516f4330dcbe,False,43de7ff4ba67de90656f36c4c8e826c8cbda7575,43de7ff4ba67de90656f36c4c8e826c8cbda7575,want me to open a github issue about it?
2025-02-06 09:21:42,support,06a17c8d0ae6add7e95a0661be8940a3394d7a2f,"Maybe what I proposed is not the ideal solution. But the problem I'm pointing out is that a large number of chats are basically scam attempts. And in terms of solutions to spam and fraud, imposing a financial cost is a reasonable solution. Perhaps a minimal BSQ bond. I'm sure you could afford to bond whatever the minimum bondable BSQ amount is.",8385cbbc-cd08-4b88-a0ff-553d340857ab,False,43de7ff4ba67de90656f36c4c8e826c8cbda7575,43de7ff4ba67de90656f36c4c8e826c8cbda7575,"then I myself wouldn't be able to chat as well :-D
I don't see devs making that change, bisq easy was born as a chat application and going back on that by removing the possibility for 90%+ of users to write would disrupt that"
2025-02-06 09:26:03,support,06a17c8d0ae6add7e95a0661be8940a3394d7a2f,"Types of chats I've seen:
- The rep system sucks AMIRITE?, but I'm a good guy. Contact me on telegram! (potential scam funnel)
- I want to buy LOTS AND LOTS OF BITCOIN but... face-to-face, I know what I'm doing, trust me bro. (potential wrench attack).
Imagine if even ONE person gets wrench-attacked and gets their fingers cut off because they got fished from the Bisq2 chat. That's a big liability.",20f62aa3-f7a0-4963-88f9-ac2a158e7c62,False,,,
2025-02-06 09:39:19,support,932fa0f14ef848d4d6b2b59f08a7e8bb23530ec2,why i cant find any seller with rep accepting wise ?,46c99240-6733-4d02-9781-9efa8369e814,False,,,
2025-02-06 09:41:33,support,a4fde628057cf434fd2fe470c3de007b4fd9c272,"they're are many, maybe try restarting bisq2. Its possible that network data was not synced. There's strayorigin who accepts wise on many markets",b86d305d-a5ac-495c-a996-8d504112adf9,True,932fa0f14ef848d4d6b2b59f08a7e8bb23530ec2,932fa0f14ef848d4d6b2b59f08a7e8bb23530ec2,why i cant find any seller with rep accepting wise ?
2025-02-06 09:41:57,support,43de7ff4ba67de90656f36c4c8e826c8cbda7575,https://github.com/bisq-network/bisq2/issues/3185,0c789498-fc32-4a3c-9b69-a6849eacd421,False,06a17c8d0ae6add7e95a0661be8940a3394d7a2f,06a17c8d0ae6add7e95a0661be8940a3394d7a2f,I'd appreciate it and please excuse my laziness. I haven't yet set up a GH account under this identity.
2025-02-06 09:42:22,support,43de7ff4ba67de90656f36c4c8e826c8cbda7575,"I do not agree, personally, on a principle standpoint.
This would slowly increase the level of consorship on these chats... to the point that Bisq2 would just be better reverted to how bisq1 works, no public chats and only in-trade chat.",1f859ea6-5313-4d7f-b801-12b4224db604,True,06a17c8d0ae6add7e95a0661be8940a3394d7a2f,06a17c8d0ae6add7e95a0661be8940a3394d7a2f,"Maybe what I proposed is not the ideal solution. But the problem I'm pointing out is that a large number of chats are basically scam attempts. And in terms of solutions to spam and fraud, imposing a financial cost is a reasonable solution. Perhaps a minimal BSQ bond. I'm sure you could afford to bond whatever the minimum bondable BSQ amount is."
2025-02-06 09:44:19,support,43de7ff4ba67de90656f36c4c8e826c8cbda7575,same could happen in bisq1 f2f though,068175f4-af56-4080-ab51-c3fced531e5a,False,06a17c8d0ae6add7e95a0661be8940a3394d7a2f,06a17c8d0ae6add7e95a0661be8940a3394d7a2f,"Types of chats I've seen:
- The rep system sucks AMIRITE?, but I'm a good guy. Contact me on telegram! (potential scam funnel)
- I want to buy LOTS AND LOTS OF BITCOIN but... face-to-face, I know what I'm doing, trust me bro. (potential wrench attack).
Imagine if even ONE person gets wrench-attacked and gets their fingers cut off because they got fished from the Bisq2 chat. That's a big liability."
2025-02-06 09:46:13,support,932fa0f14ef848d4d6b2b59f08a7e8bb23530ec2,"i was looking to buy from him he has high rep but i cant see wise with him , i will restart maybe it the network like you say .",3bee1b66-ee69-4a89-bca6-8f5685295d75,False,a4fde628057cf434fd2fe470c3de007b4fd9c272,a4fde628057cf434fd2fe470c3de007b4fd9c272,"they're are many, maybe try restarting bisq2. Its possible that network data was not synced. There's strayorigin who accepts wise on many markets"
2025-02-06 09:56:05,support,a4fde628057cf434fd2fe470c3de007b4fd9c272,on which countries market are you looking at?,7efb8f88-dc12-4d1b-a85c-6be89e1c44cb,False,932fa0f14ef848d4d6b2b59f08a7e8bb23530ec2,932fa0f14ef848d4d6b2b59f08a7e8bb23530ec2,"i was looking to buy from him he has high rep but i cant see wise with him , i will restart maybe it the network like you say ."
2025-02-06 09:57:52,support,932fa0f14ef848d4d6b2b59f08a7e8bb23530ec2,"i looked at usa , eu , uk all no wise sellers , i restarted bisq2 still cant see any , strayorigin doesnt offer it , i dont know whats the problem here ? i only see no rep sellers .",2bef6f8b-0b46-4c4e-adb9-53b338fba3e5,False,a4fde628057cf434fd2fe470c3de007b4fd9c272,a4fde628057cf434fd2fe470c3de007b4fd9c272,on which countries market are you looking at?
2025-02-06 09:58:48,support,932fa0f14ef848d4d6b2b59f08a7e8bb23530ec2,there was one seller with some rep in eu offering 20% over market price but he is gone now .,255cb274-8539-43f0-ac12-0328d7b49a82,True,,,
2025-02-06 09:59:44,support,43de7ff4ba67de90656f36c4c8e826c8cbda7575,"you can make your own offer to buy using wise, place  an interesting markup and see how that goes",f7da1b6f-637a-4462-a1de-530c76e0f5d6,False,932fa0f14ef848d4d6b2b59f08a7e8bb23530ec2,932fa0f14ef848d4d6b2b59f08a7e8bb23530ec2,there was one seller with some rep in eu offering 20% over market price but he is gone now .
2025-02-06 10:01:13,support,932fa0f14ef848d4d6b2b59f08a7e8bb23530ec2,"yah thats how i was scammed , but he had no rep , how can i reject some ones taking my offer with no rep ?",f5067091-45d8-4ef2-be06-2b4900e1c1ae,True,,,
2025-02-06 10:01:38,support,43de7ff4ba67de90656f36c4c8e826c8cbda7575,"just ""reject"" the trade when you see a 0 rep seller wants to take it",3a362f13-348c-4d26-a3ea-6a616dcc6858,False,932fa0f14ef848d4d6b2b59f08a7e8bb23530ec2,932fa0f14ef848d4d6b2b59f08a7e8bb23530ec2,"yah thats how i was scammed , but he had no rep , how can i reject some ones taaking my offer with no rep ?"
2025-02-06 10:01:46,support,43de7ff4ba67de90656f36c4c8e826c8cbda7575,you are not forced to accept,ed7a87e5-53d4-4af8-aac0-d8708c5aa445,False,,,
2025-02-06 10:02:10,support,932fa0f14ef848d4d6b2b59f08a7e8bb23530ec2,"last time i did not see reject i had only cancel , is it the same ?",776aa9ca-47c5-42e4-b009-07c018f46971,False,,,
2025-02-06 10:02:17,support,a4fde628057cf434fd2fe470c3de007b4fd9c272,yes,6246f297-56a3-47cb-b173-9320f68e6f13,False,932fa0f14ef848d4d6b2b59f08a7e8bb23530ec2,932fa0f14ef848d4d6b2b59f08a7e8bb23530ec2,"last time i did not see reject i had only cancel , is it the same ?"
